Feature	Gain	Cover	Frequency
Master_cconsumos_lag_2	0.000467792205571481	0.00065742249604984	0.000588096038472147
ctransferencias_emitidas_lag_1	0.000459060960733575	0.000469941391923542	0.000598231464658372
mcaja_ahorro_adicional_rank	0.000457427840346504	0.00114315169492095	0.000528972719052502
catm_trx_lag_1	0.000457067911830933	0.00148521056261579	0.00056058559596668
cforex_buy_rank	0.000444868787700528	0.00176406117027219	0.000437271244034276
ctarjeta_master_transacciones	0.000433873011697671	0.00119086517897302	0.000293444720058322
Visa_delinquency_lag_1	0.000423955336584327	0.000136618006704134	0.000152031392793374
ctarjeta_master_transacciones_lag_2	0.000418924238998732	0.000387491864717406	0.000402521211395791
mttarjeta_master_debitos_automaticos_lag_2	0.000413190897913194	0.000959624813396692	0.000417241711332927
Master_cconsumos_lag_1	0.000412855093712352	0.000705678798375492	0.000544899817345141
catm_trx_lag_2	0.000410430583690485	0.000897880546949121	0.000627431144861544
ccaja_ahorro_lag_1	0.000406023420982296	0.000246838224282347	0.000262314482486346
tcallcenter	0.000403670388674729	0.000287924952592507	0.000168441130428215
mttarjeta_master_debitos_automaticos_rank	0.000401837798159649	0.000394049604471735	0.000581821727023532
Visa_msaldodolares	0.000399626521050637	0.000671987019334932	0.00051208034207546
mtarjeta_master_descuentos_rank	0.000399136207195226	0.000428042556249922	0.000660250620131225
Master_mconsumototal_lag_2	0.000397025073216969	0.000330361417567281	0.000541038702607532
active_quarter_lag_1	0.000395434854365525	0.000949129147864234	0.0013405307729638
minversion2_rank	0.000389303758665053	0.00189758794286386	0.000226840490834558
mplazo_fijo_dolares_lag_2	0.00038795143975933	0.00103214885157074	0.000302614867560145
cpagomiscuentas	0.000386084154209844	0.00103721781408708	0.000445476112851696
ccajeros_propios_descuentos_rank	0.000383800097304435	0.000679634230963887	0.000867302897935534
mtarjeta_master_consumo_lag_1	0.000382440626925157	0.000337949473583388	0.000399142736000382
Visa_mpagosdolares	0.0003793520096408	0.000870219820325347	0.000451991743971412
cpagomiscuentas_lag_1	0.00037572099801559	0.000383879298127699	0.000514734858457567
Master_mconsumototal	0.000375676095252423	0.000314715365118564	0.000426411858834749
Master_mconsumototal_lag_1	0.000372324926066538	0.000352781308574995	0.000486741776609898
mcajeros_propios_descuentos_rank	0.000371015456787426	0.00045583880662432	0.000660491939802325
mtarjeta_master_consumo_lag_2	0.00037034097223691	0.000312216569658026	0.000470814678317259
ctransferencias_emitidas	0.00036861300657724	0.000489259425359884	0.000427377137519152
ccajas_consultas	0.00036534400058847	0.00260027645321082	0.000488189694636501
Master_delinquency	0.000364988751997073	0.000154302283543531	8.22900078453025e-05
ccuenta_debitos_automaticos	0.000361375964310801	0.000811298135909771	0.000416517752319625
Visa_msaldodolares_lag_1	0.000360833422379681	0.000678240633547627	0.000477330309436975
catm_trx_other_lag_1	0.000359714520553067	0.000753519843560634	0.000321437801905991
minversion1_pesos_rank	0.000359182785880477	0.00111747891539357	0.00019522761392038
Visa_msaldodolares_lag_2	0.000357011872250692	0.000627681296713792	0.00048336330121449
Master_cadelantosefectivo_rank	0.000353699873208766	0.000325137097747112	0.000745195144358634
cinversion1_rank	0.000351628880798809	0.000803678209516939	0.000199571368000191
mplazo_fijo_dolares	0.00035131089593163	0.00178801909394292	0.00027244990867257
Master_cconsumos	0.000348872839926747	0.000344913260383931	0.000444510834167294
matm_other	0.000347065800526242	0.00139736891669575	0.000432203530941164
ctarjeta_master_transacciones_lag_1	0.000338222983187285	0.000538370408510805	0.000326022875656902
cseguro_vida_lag_2	0.000336833248286896	0.000529279932638651	0.000512562981417661
Visa_Finiciomora_lag_2	0.000332813010585491	0.00445836897697444	0.000613193284266609
ccajas_consultas_lag_1	0.000327640603112628	0.00146127165632997	0.00056468803037539
catm_trx_other_lag_2	0.000320894355390869	0.000644298270932912	0.0003658406213885
Visa_mpagosdolares_lag_2	0.000316154761160796	0.000580968016958155	0.000429307694887957
cseguro_auto_rank	0.000309444907564308	0.00224713760983701	0.00042665317850585
ccajas_transacciones_lag_1	0.000309008749583547	0.000184503894697086	0.000428101096532454
mforex_sell_rank	0.000298078784740254	0.000404118473703756	0.000600162022027177
ccajas_depositos_lag_1	0.000290274425763435	0.000634742134551186	0.000326988154341305
mttarjeta_master_debitos_automaticos_lag_1	0.000290220334347016	0.000339992747600695	0.000317576687168382
mprestamos_prendarios_rank	0.000287512487583511	0.000753439633459893	0.000216463744977233
catm_trx	0.000287339686390978	0.000678603277692705	0.000317818006839482
cseguro_accidentes_personales_lag_1	0.000287294979225577	0.000288280536550028	0.000369219096783909
ccajas_consultas_lag_2	0.000285396966683187	0.000985753505862664	0.000521733128919484
cplazo_fijo	0.000280482825130506	0.00160009347005664	0.000112454966732877
Visa_mpagosdolares_lag_1	0.00027777140876485	0.000644724304149167	0.00041048476054211
cseguro_accidentes_personales_lag_2	0.000277206947143552	0.00101863405342769	0.000405658367120098
mforex_sell_lag_2	0.000274377638529551	0.000699648064463408	0.000299960351178038
mttarjeta_master_debitos_automaticos	0.000272365091826303	0.00062956191436119	0.000329883990394512
ccajas_depositos_lag_2	0.000272287708751118	0.00132777145233884	0.000355222555860074
ccajas_otras_lag_1	0.000270623644919016	0.00354683270682274	0.000450543825944809
mprestamos_prendarios_lag_1	0.000265907692558121	0.00179971675640695	0.000194262335235978
ccajas_transacciones_lag_2	0.000247000586145326	0.000170399849584647	0.000429549014559057
ccajas_otras	0.000245898962206208	0.00278175286118441	0.000395764260604974
cseguro_vida	0.000241313560663031	0.00047588366779021	0.000478295588121377
ccajas_otras_lag_2	0.000239648304964834	0.0029966805837842	0.000379113203299033
mcheques_emitidos_rechazados	0.000233330363214689	0.00105760000490977	8.32552865297049e-05
Master_mpagado_lag_2	0.000226624311930603	0.00065777547888563	0.000264486359526251
mplazo_fijo_dolares_lag_1	0.000225633002146739	0.000571917593052254	0.000230942925243268
mforex_sell_lag_1	0.000224071228071233	0.00072813207929278	0.000233356121954274
cseguro_vida_lag_1	0.000223230926800856	0.000871556020540133	0.000386835432774252
Visa_delinquency_lag_2	0.000223034932076127	0.000143864201006956	0.000111489688048474
mcheques_emitidos_rechazados_rank	0.000217005413098151	0.000497551635552078	6.51563111971603e-05
mcheques_emitidos_rechazados_lag_2	0.00021606174160627	0.00113346032011573	0.000106421974955362
cseguro_vivienda_lag_2	0.000215945845055361	0.000509122028845674	0.000248076621891411
mprestamos_prendarios_lag_2	0.000213263832453454	0.00253608093476497	0.000214050548266227
minversion2	0.000212986039152059	0.00195535385997823	0.000190401220498369
tcallcenter_lag_1	0.000211837404271789	0.000286210939446218	0.000332779826447719
tmobile_app	0.000211705304939159	0.000122359427091682	0.000233597441625375
Master_mpagado_lag_1	0.00020926020384954	0.000388510097707059	0.000206328318791008
mforex_sell	0.000206845675199457	0.000723857275072847	0.000184368228720854
ccheques_emitidos_rechazados	0.000205707864252068	0.00214739286592026	6.61215898815627e-05
mcheques_emitidos_rechazados_lag_1	0.000205504023478394	0.00153545180614972	9.29080733737286e-05
ccaja_seguridad_lag_1	0.000205484535527764	0.000712218967287103	6.4191032512758e-05
ccajas_depositos	0.000205479115050126	0.000451332217243154	0.000214533187608428
ccaja_seguridad_lag_2	0.000203891749087179	0.000456110995434081	9.02535569916221e-05
tcuentas_lag_2	0.000202109579683943	0.00119924833552861	0.000323368359274796
ccajas_extracciones_lag_2	0.000201430753261959	0.00133957641770981	0.000280654777489991
ccheques_depositados_rank	0.000198188357672096	0.000522081792732715	0.000257729408735434
minversion2_lag_2	0.000195050541549556	0.00240420314727631	0.000178335236943339
catm_trx_other	0.000194994253781157	0.000487890312992576	0.000201984564711197
Master_mpagado	0.000192550771804941	0.00029523744232191	0.00019908872865799
ctarjeta_master_debitos_automaticos_lag_2	0.000189831771939003	0.000424413075733445	0.000185092187734155
ccajas_transacciones	0.000187546806478242	0.000166316705569033	0.000259177326762038
mtarjeta_visa_descuentos_lag_2	0.000184871988332571	0.000775274199087356	0.000240354392416192
mcaja_ahorro_adicional	0.000184785488521895	0.000928541348985493	0.000219118261359339
mforex_buy_rank	0.000184376392335292	0.000825053703700848	0.00022756444984786
cinversion2_rank	0.000182942769517569	0.000779827615295203	0.000281861375845494
cprestamos_prendarios_rank	0.00018019993626328	0.000646307226068599	0.000226116531821256
ccheques_emitidos_rechazados_rank	0.000179489388310492	0.00055789817065778	8.95295979783203e-05
cseguro_accidentes_personales	0.000177948825947228	0.000149165751581801	0.00031299161341747
ccheques_emitidos_rank	0.000174286668153626	0.0011921098422636	0.000190159900827268
tmobile_app_lag_2	0.000171488120271651	0.000177492325555755	0.00027631102341018
mtarjeta_visa_descuentos	0.00016845725430052	0.00122083557561959	0.000224427294123552
Master_msaldodolares	0.000167734176003038	0.0013734538717205	0.000149376876411268
ccajas_extracciones_lag_1	0.000166743517112051	0.000487460736411514	0.000229012367874464
mcaja_ahorro_adicional_lag_2	0.000165886294027635	0.00115564641540128	0.000245904744851505
tmobile_app_lag_1	0.000163365774587616	0.000294260634850037	0.000257729408735434
mpagodeservicios_lag_2	0.000162775744704776	0.00188459760252545	0.00021525714662173
Master_msaldodolares_lag_1	0.000161919873866508	0.00139397755162145	0.000165062655032806
tcallcenter_lag_2	0.000161385257684012	0.000127769687302565	0.000276069703739079
Visa_status_lag_2	0.000159764773535585	0.00195316790249002	0.000148411597726865
cprestamos_hipotecarios_rank	0.000156006690184156	0.000723078411637639	0.000117040040483788
mtarjeta_visa_descuentos_lag_1	0.000155093987198994	0.000875654592127241	0.000251213777615718
Master_mconsumosdolares_lag_1	0.000153004756053664	0.000505651276474451	0.000135380335487433
mforex_buy_lag_2	0.000151642587518558	0.000593467787065111	0.000148170278055765
mcaja_ahorro_adicional_lag_1	0.000150572850763779	0.00107568190169181	0.00021935958103044
mcheques_emitidos	0.00014968474963112	0.000858659393574713	0.000119935876536995
Master_mconsumosdolares	0.000148097301811659	0.00102966388452267	0.000140689368251646
mpagodeservicios	0.000145967401659453	0.000530156736269667	0.000146963679700262
mcheques_emitidos_lag_2	0.000137975416549722	0.000473212116706509	0.00013007130272322
cforex_lag_2	0.000131307822533256	0.000208236230777242	0.000145274442002558
tcuentas_lag_1	0.000130775510397288	0.000339812898612402	0.000193779695893777
mcheques_depositados_lag_1	0.000130137728931293	0.000528713651185363	0.000127899425683315
Master_msaldodolares_lag_2	0.000124964923417832	0.000302897268064159	0.0001218664339058
Master_mconsumosdolares_lag_2	0.000122518696676582	0.000373414381569996	0.000145515761673658
ccajas_extracciones	0.000122326857063398	0.000263852519845955	0.000134656376474131
ctarjeta_master_descuentos_rank	0.000121989013490939	0.00113695415080681	0.000149618196082368
mcheques_depositados	0.00012182533680658	0.000253370715903541	0.000111972327390676
mcheques_depositados_lag_2	0.000121074636712388	0.000740188033004296	0.0001626494583218
Master_mpagosdolares	0.000118741585767414	0.000167446780157626	8.42205652141073e-05
mcheques_emitidos_rank	0.000118037651238625	0.000282853707459135	0.000127416786341114
mpagodeservicios_lag_1	0.000117249696374107	0.000374303009688068	0.000144309163318155
cforex_sell_lag_2	0.000117202023445402	0.000491425283874303	0.000126934146998912
Master_Finiciomora_lag_2	0.000117120969293653	0.00287381216627247	0.000224909933465753
mcheques_depositados_rank	0.00011651511951394	0.00025194885783051	0.000151790073122274
Master_delinquency_lag_1	0.00011640669850689	6.9284201711644e-05	7.11893029746752e-05
cseguro_vivienda_lag_1	0.000115351994121032	0.000116243280835394	0.000190642540169469
Master_mpagosdolares_lag_2	0.00011273873799756	0.000442874086007856	0.000115833442128285
minversion2_lag_1	0.000112364984654923	0.000552131178545345	9.55625897558352e-05
mforex_buy	0.000112007470126418	0.00199503186189879	0.000176163359903434
ctarjeta_master_debitos_automaticos_lag_1	0.000110690534481998	0.000188158318113024	0.000149376876411268
Master_mpagosdolares_lag_1	0.000110468333641821	0.000342013779372992	9.33907127159298e-05
ccheques_emitidos_lag_2	0.000109730220461824	0.00078705552211973	0.000107628573310865
mcajeros_propios_descuentos_lag_2	0.000108606201947547	0.000897576799631821	9.62865487691369e-05
cseguro_vivienda	0.000108562918646493	0.000442105998648393	0.000182196351680948
mcheques_emitidos_lag_1	0.000104634125695462	0.000538431315899513	0.000102802179888853
tcuentas	0.000102632532484669	0.000269440512315968	0.000161201540295197
cplazo_fijo_lag_2	0.000101379661519986	0.000710480741147962	0.000112213647061776
ccheques_emitidos_lag_1	9.91191757329012e-05	0.00149180592573803	0.000101354261862249
minversion1_pesos	9.86301157902567e-05	0.0016973865970218	0.000111489688048474
ccheques_emitidos	9.59988848142585e-05	0.000609322898037483	9.14601553471251e-05
mtarjeta_master_descuentos_lag_2	9.42813799566441e-05	0.00029261919432716	6.61215898815627e-05
ctarjeta_master_lag_2	9.39333060846955e-05	0.000133727895039839	5.59861636953378e-05
cpagodeservicios	9.39050793900869e-05	0.000439587535522518	8.4944524227409e-05
cforex_lag_1	9.26421624350256e-05	0.000284607566870724	0.000124520950287906
mforex_buy_lag_1	9.2136754473387e-05	0.000895657457121094	0.000144550482989256
cpagodeservicios_lag_1	8.78507750109346e-05	0.000429664647612163	9.2666753702628e-05
minversion1_pesos_lag_2	8.55601257053414e-05	0.000862997580230307	0.000115592122457184
cplazo_fijo_lag_1	8.54791377195736e-05	0.000835536609138689	9.17014750182257e-05
ctarjeta_visa_descuentos_lag_2	8.47528120971755e-05	0.00023360027971584	8.6151122582912e-05
ctarjeta_visa_lag_2	8.03435764887505e-05	0.000430117674101896	8.42205652141073e-05
ctarjeta_master_debitos_automaticos	8.02573057988249e-05	0.000128242806130572	9.24254340315274e-05
mprestamos_hipotecarios	7.87329193565554e-05	0.0015265982446916	5.98472784329473e-05
ccheques_emitidos_rechazados_lag_2	7.68454145900456e-05	0.000236169975650106	3.52326719806867e-05
ccheques_emitidos_rechazados_lag_1	7.64325390020984e-05	0.000161351874183641	2.84757211898701e-05
mcajeros_propios_descuentos	7.36964922010238e-05	0.000828516785417169	6.78108275792669e-05
cpagodeservicios_lag_2	7.16127723257452e-05	0.000336424254099101	0.000110283089692971
ccheques_depositados_rechazados_rank	7.14179026734538e-05	0.000164974009185433	5.38142866554324e-05
cinversion2_lag_2	7.07163284884022e-05	0.000695258459205014	7.0706663632474e-05
mcajeros_propios_descuentos_lag_1	7.0528807680663e-05	0.000373725275336543	7.50504177122847e-05
cprestamos_prendarios_lag_2	7.00230577239886e-05	0.000805349370509804	6.03299177751485e-05
mprestamos_hipotecarios_rank	6.93669297232934e-05	0.00086719109939613	6.82934669214681e-05
cforex_sell_lag_1	6.68964693376452e-05	0.000108483915738312	7.43264586989829e-05
mplazo_fijo_pesos_rank	6.66167172618179e-05	0.000562438362284987	1.85816146747457e-05
ccheques_depositados_lag_1	6.61215089860964e-05	0.000344935064684977	6.4191032512758e-05
minversion1_pesos_lag_1	6.50354420573702e-05	0.00113997014481898	8.8564319293918e-05
cseguro_auto_lag_2	5.98193323345194e-05	0.00048531686799255	7.16719423168764e-05
ccheques_depositados	5.97328491781663e-05	0.00015943724952381	4.12656637582016e-05
ccajeros_propios_descuentos_lag_2	5.82935345221964e-05	0.000100889774955297	3.8611147376095e-05
cprestamos_prendarios	5.62607067294912e-05	0.000221363806829054	3.11302375719766e-05
cforex_sell	5.59918886529299e-05	0.000124483369060239	4.53680981669117e-05
cforex	5.45489153096744e-05	8.77107205810542e-05	6.92587456058704e-05
Master_status_lag_2	5.4400762452719e-05	0.000774471693313553	8.71164012673144e-05
cforex_buy_lag_2	5.29768055538722e-05	0.000146958003063578	5.21250489577283e-05
cprestamos_prendarios_lag_1	5.25085920802679e-05	0.00105120726386201	6.08125571173497e-05
cforex_buy_lag_1	4.97439512888527e-05	9.67427176628519e-05	5.11597702733259e-05
cliente_vip_rank	4.81607051094659e-05	0.00157289817833494	0.000110765729035173
ctarjeta_master_descuentos_lag_2	4.77974152468655e-05	0.000149869932299947	3.54739916517873e-05
mcheques_depositados_rechazados_rank	4.77683307598444e-05	0.00018787652107809	3.81285080338938e-05
mcheques_depositados_rechazados	4.77039570781513e-05	0.000192517904303272	3.2095516256379e-05
cforex_buy	4.71057044147066e-05	0.00174483023460077	6.51563111971603e-05
mtarjeta_master_descuentos_lag_1	4.64756913778267e-05	0.000249050113361693	4.82639342201188e-05
mcheques_depositados_rechazados_lag_2	4.53697820648696e-05	9.88147831781006e-05	2.58212048077635e-05
minversion1_dolares_rank	4.38492116519782e-05	0.00219634813344957	5.62274833664384e-05
ccheques_depositados_lag_2	4.03994033319712e-05	0.000365344620369963	5.5262204682036e-05
cinversion1	4.01741858843037e-05	0.000285368945724904	2.53385654655624e-05
ctarjeta_visa_descuentos_lag_1	4.00318671692149e-05	0.000546949053962653	7.21545816590776e-05
cseguro_auto	3.9651324192655e-05	0.00019474649497292	4.03003850737992e-05
mprestamos_hipotecarios_lag_2	3.9252147581394e-05	0.000549226853608732	4.05417047448998e-05
ctarjeta_master_lag_1	3.92094947233394e-05	0.000256289519533058	5.23663686288289e-05
mcuenta_corriente_adicional_rank	3.9063623638385e-05	2.08280111435432e-05	2.50972457944618e-05
mtarjeta_master_descuentos	3.88694114996119e-05	0.000363584224976472	3.93351063893968e-05
cseguro_auto_lag_1	3.5587218486832e-05	0.000117004639783031	3.83698277049944e-05
ccuenta_corriente_rank	3.4990429020073e-05	0.000141099958419511	2.79930818476689e-05
mplazo_fijo_pesos	3.46212944646139e-05	0.00148643380646518	3.40260736251837e-05
Master_madelantopesos_lag_1	3.44595764203168e-05	9.99557333751581e-05	2.72691228343671e-05
ctarjeta_visa_descuentos	3.22747275101151e-05	0.000272331460055105	4.24722621137045e-05
Visa_madelantopesos_lag_2	3.18305600067677e-05	0.000284250523099986	5.50208850109354e-05
ccajeros_propios_descuentos_lag_1	3.18138236616459e-05	2.93112312596235e-05	2.9682319545373e-05
ccheques_depositados_rechazados_lag_1	3.07463734730603e-05	0.000140350868538409	2.22014097412546e-05
mprestamos_hipotecarios_lag_1	2.97884403566297e-05	0.000656342161278847	3.71632293494915e-05
ctarjeta_visa_lag_1	2.87618481075859e-05	0.000386791048205173	6.27431144861544e-05
cprestamos_hipotecarios	2.85470437521437e-05	0.000126271726512343	1.47204999371362e-05
Master_madelantopesos	2.808288640526e-05	3.14898432331449e-05	2.34080080967576e-05
cinversion2_lag_1	2.77446256499502e-05	0.000150813462665994	3.52326719806867e-05
cinversion1_lag_2	2.61260341544805e-05	0.000204114919281527	3.83698277049944e-05
mpayroll2_lag_2	2.5035623506626e-05	0.000160413652229291	1.03767458573255e-05
Visa_madelantopesos	2.39522440165956e-05	0.000531681259024918	3.0888917900876e-05
Visa_madelantopesos_lag_1	2.39151179701712e-05	0.00103308039156187	5.23663686288289e-05
cinversion1_lag_1	2.32615745480134e-05	0.000114814156873852	2.91996802031719e-05
mplazo_fijo_pesos_lag_1	2.25252864682523e-05	0.00205706170098912	5.35729669843318e-05
cinversion2	2.25011894413638e-05	0.000294493893095516	3.69219096783909e-05
mcheques_depositados_rechazados_lag_1	2.22931489390051e-05	0.000316367482184466	2.82344015187695e-05
Master_delinquency_lag_2	2.07839034091802e-05	0.000110966520543174	4.53680981669117e-05
Visa_cadelantosefectivo_lag_2	2.04016239760112e-05	0.000283102645425664	3.18541965852784e-05
cprestamos_hipotecarios_lag_2	1.98460045283854e-05	4.88555755576364e-05	6.51563111971603e-06
Master_madelantopesos_lag_2	1.96376461098562e-05	9.69129982390613e-05	3.06475982297754e-05
ccajeros_propios_descuentos	1.86272389604059e-05	0.00020876046960989	2.38906474389588e-05
Master_cadelantosefectivo_lag_1	1.83187950301586e-05	0.00169713162073697	3.76458686916926e-05
minversion1_dolares	1.52823318364453e-05	0.000143689109682646	9.65278684402375e-06
Master_cadelantosefectivo	1.51382088139782e-05	2.27457943083343e-05	1.30312622394321e-05
mpayroll2_rank	1.48189183376514e-05	0.000332794295825572	2.437328678116e-05
ctarjeta_master_descuentos_lag_1	1.45983264880898e-05	0.000106763499320414	2.53385654655624e-05
minversion1_dolares_lag_1	1.43029583702909e-05	0.000180542678262637	8.68750815962138e-06
mpayroll2_lag_1	1.38610312123156e-05	0.000835218011539667	1.78576556614439e-05
Visa_cadelantosefectivo_lag_1	1.37211087725266e-05	0.000171380505655	1.93055736880475e-05
cpayroll2_trx_lag_2	1.28399561297957e-05	0.000689821053103815	1.44791802660356e-05
ccheques_depositados_rechazados	1.21354958325886e-05	5.2153857632825e-05	1.03767458573255e-05
mplazo_fijo_pesos_lag_2	1.0660269236633e-05	0.00194409647718035	4.39201801403081e-05
cliente_vip_lag_2	1.04040600272144e-05	0.000244293869378419	2.79930818476689e-05
cpayroll2_trx_rank	1.00175745531364e-05	0.000116189705690343	1.5444458950438e-05
Master_cadelantosefectivo_lag_2	9.51415531110855e-06	1.57027860987278e-05	1.49618196082368e-05
ctarjeta_master_descuentos	7.78307336890215e-06	5.97180191607809e-05	9.17014750182257e-06
minversion1_dolares_lag_2	6.1683552664587e-06	0.000317791821939966	1.23073032261303e-05
Visa_cadelantosefectivo	5.50349363040635e-06	9.4161986867771e-05	1.25486228972309e-05
Visa_madelantodolares_lag_2	4.70070930729995e-06	1.81922055771063e-05	6.27431144861544e-06
ccheques_depositados_rechazados_lag_2	4.65877241278348e-06	1.02156600864719e-05	6.03299177751485e-06
cprestamos_hipotecarios_lag_1	4.0277083876272e-06	7.40770206515102e-05	7.9635491463196e-06
cliente_vip	3.95818829032028e-06	0.000333561334773725	1.27899425683315e-05
Master_madelantodolares_lag_2	2.08960978236626e-06	4.54028452441246e-07	2.41319671100594e-06
cliente_vip_lag_1	2.03808195116094e-06	6.1521711287175e-05	5.55035243531366e-06
Visa_madelantodolares	1.84415080825339e-06	1.8659398890556e-05	3.37847539540831e-06
ccuenta_corriente_lag_1	1.81361411046621e-06	4.27220973371583e-07	1.44791802660356e-06
mcuenta_corriente_adicional_lag_2	1.77855278876752e-06	2.68074790696632e-09	2.41319671100594e-07
cpayroll2_trx_lag_1	1.50584915669316e-06	6.06147227001465e-05	2.17187703990535e-06
Visa_madelantodolares_lag_1	1.37231963494574e-06	5.65793013056883e-05	3.61979506650891e-06
mpayroll2	1.03619368701063e-06	0.00014974454098015	4.82639342201188e-06
ccuenta_corriente	8.83649019387158e-07	1.9097316313497e-05	1.68923769770416e-06
mcuenta_corriente_adicional	8.56212982352145e-07	5.69957528388297e-07	4.82639342201188e-07
ccuenta_corriente_lag_2	7.94492416683311e-07	9.14422354058613e-06	7.23959013301782e-07
mcuenta_corriente_adicional_lag_1	7.14412530318051e-07	9.79266593591402e-06	7.23959013301782e-07
Master_madelantodolares_lag_1	4.34069744383913e-07	1.42843386802115e-06	2.41319671100594e-06
cpayroll2_trx	1.93046216342443e-07	6.60107630031971e-07	2.41319671100594e-07
